Restaurant	Food restrictions	Menu
		"Mains | SUSKIN BURGER (L, G*, M*,V*) : Grillattu naudan jauhelihapihvi, cheddar-juustoa,
jääsalaattia, pihvitomaattia, marinoitua punasipulia,
Suskin majoneesia, aiolia sekä ranskalaisia. Saatavana myös beyond-kasvispihvillä."
		"Mains | PIPPURIPIHVI (L, G) : Naudan ulkofileepihvi, keittiömestarin kermaista
pippurikastiketta, paahdettuja valkosipuliperunoita
ja kauden kasviksia"
		"Pinse | SPICY SALAMI PINSA (VL) : Spianata-salamia, tuoretta mozzarellaa,
tomaattikastiketta, marinoitua paahdettua
tomaattia, kirsikkatomaattia ja basilikaa"
		"Pinse | PINSA BIANCA (VL) : Gorgonzolajuustoa, marinoitua päärynää, tuoretta
mozzarellaa, ranskankermaa, rucolaa ja marconamanteleita"
		"Desserts | LETUT : Voissa paistettuja lettuja, mansikkahilloa ja
vaniljajäätelöä"
		"Desserts | VALKOSUKLAA-JUUSTOKAKKU (L, G) : Oman keittiön pehmeän herkullinen juustokakku,
sitrusmarinoitua hedelmää ja marenkia"
		"Snacks | LADATUT CHEDDAR-PEKONIRANET (M,G) : Rapeita ranskalaisia Suskin perunamausteella,
cheddarjuustokastiketta ja rapeaa pekonia"
		"Snacks | PORSAANKYLKEÄ (M,G) : Friteerattua porsaankylkeä, chipotle-kastiketta,
marinoitua punasipulia ja rapeaa valkosipulia"
Wine & Tapas Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Tapas | Marinoituja artisokkia
		Tapas | Chorizo-makkaraa ja siideriä
		Tapas | Kylmäsavustettua makrillia, kurkkua
		Desserts | Crema Catalana
Korttelikahvila Mariankatu 18	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | Aamiainen ma-to klo 8:00 – 10:30
		Brunch | Brunssi lauantaisin klo 10:00 - 15:00
Ravintola Halikarnas	['Gluten-free', 'Vegan', 'Vegetarian']	Seafood | Shrimp Pan
		Seafood | Salmon
		Vegetarian | Vegetable Casserole
		Vegetarian | Falafel
		Kebabs | Iskender Kebab
		Kebabs | Adana Kebab
		Kebabs | Chicken Kebab
Indie Bistro & Bar	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | VEG PAKODA (4 kpl) : Sipuli, peruna ja tuore pinaatti marinoituna kikhernejauhossa ja rapeaksi friteerattuna. Tarjoillaan minttu- ja tamarindikastikkeen kanssa.
		Starters | VEG SAMOSA(2 pcs)   (L,P) : Perinteinen samosa, täytetty perunalla, vihreillä herneillä, kuminalla ja korianterilla, rapeaksi friteerattuna. Tarjoillaan minttu- ja tamarindikastikkeen kanssa.
		Starters | MASALA PAPAD   (L,G,V,P) : Rapeaksi paahdettu tai friteerattu papad, viimeistelty raikkaalla ja mausteisella sekoituksella sipulia, tomaattia, tuoretta korianteria ja aromaattisia mausteita. Tarjoillaan sitruunatilkan kera täydellisen makuelämyksen viimeistelemiseksi.
		Mains | BUTTER CHICKEN   (G) : Mehukkaat kananrintafileepalat marinoituina täyteläisessä yrttien, mausteiden, oliiviöljyn ja tuoreen jogurtin sekoituksessa, grillattuna tandoori-uunissa ja kypsennettynä kermaisessa, voilla höystetyssä tomaattikastikkeessa. Tarjoillaan aromaattisen basmatiriisin ja vastaleivotun naanleivän kanssa
		Mains | PRAWN MASALA   (G) : Mehevät katkaravut haudutettuna täyteläisessä ja maukkaassa tomaatti-sipuli masalakastikkeessa valkosipulin, inkiväärin ja perinteisten mausteiden kanssa. Tarjoillaan aromaattisen basmatiriisin ja vastaleivotun naan-leivän kanssa.
		Mains | LAMB KADHAI   (G) : Mureat lampaanpalat paistettuna paprikan, sipulin, valkosipulin ja inkiväärin kanssa täyteläisessä tomaattipohjaisessa kadhai-kastikkeessa, joka on maustettu aromaattisilla mausteilla. Tarjoillaan aromaattisen basmatiriisin ja vastaleivotun naan-leivän kanssa.
		Desserts | MANGO KULFI
		Desserts | GULAB JAMUN (2PC)
		Desserts | PISTA BADAM KULFI
Hungry Hub Keskusta	['Gluten-free', 'Vegan', 'Vegetarian']	Chicken | Hungry Strips 6 pcs
		Chicken | Hungry Wings 9 pcs
		Chicken | Hungry Nuggets 6 pcs
		Burgers | Hungry Chili Double Beef
		Burgers | Hungry Garlic Burger
		Burgers | Hungry Mini Vege Burger
		Wraps | Hungry Asian Spicy Wrap
		Wraps | Hungry Falafel Wrap
		Wraps | Hungry Classic Wrap
Mokka Cafe Helsinki	['Gluten-free', 'Vegan', 'Vegetarian']	Pasta | Bolognese : Savor our Italian Bolognese Pasta, featuring minced beef in a rich tomato sauce, with carrot, celery, onion, Parmesan, and Italian seasoning.
		Pasta | Pesto Pasta : Cashews, basil, pecorino romano, parmesan
		Pasta | Alfredo : Butter, parmesan, basil, salt & pepper
		Burgers | ‏Classic Hamburger Meal : Classic Hamburger: Paistettu naudanlihapihvi pehmeän hampurilaisleivän välissä, salaatin, tomaatin, sipulin ja suolakurkun kanssa. Kastikkeena usein ketsuppi ja majoneesi. Juustoa voi lisätä haluttaessa.
		Burgers | Veggie Burger Meal : Veggie Burger: Kasvispihvi pehmeän hampurilaisleivän välissä, salaatti, tomaatti, sipuli, suolakurku, ja kastike kuten majoneesi tai ketsuppi.
		Bowls | Vanilla Strawberry Bowl : Vaniljayogurtti, kaura, mansikka ja banaani, sekä ripaus maapähkinävoita.
		Bowls | Chocolate Bowl : Yogurt, cocoa, grated coconut, banana, grated almonds, chocolate chips
Mashiro Vallila	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Miso-keitto / Miso-soup : Japanilainen perinteinen keitto tofun ja merilevän kera.Miso Soup, Japanese traditional soup with tofu and wakame.
		Starters | Wakame-alkusalaatti / Wakame-starter salad : Alkusalaatti merilevästä ja wafu-kastiketta.Starter salad with wakame and wafu dressing.
		Starters | Edamame-papuja / Edamame-beans : Vihreitä soijapapujamerisuolalla maustettuina.Green soy beans flavored with sea salt.
		Mains | Lohi Zukedon : Inkiväärisoijakastikkeessa marinoitua graavilohta ja riisiä.Raw salmon marinated in ginger and soy with rice.
		Mains | Toku Zukedon : Inkiväärisoijakastikkeessa marinoitua graavilohta, katkarapuja ja riisiä.Raw salmon marinated in ginger and soy with prawns and rice.
		Mains | Lohi Aburidon : Liekitettyä lohta ja riisiä.Flamed salmon with rice.
		Desserts | Japanilaista rullakakkua ja jäätelöä / Japanese green tea cake & ice-cream : Vihreän teen makuista japanilaista rullakakkua jäätelön kera.Cake roll with green tea flavour and ice-cream.
		"Desserts | Japanilaista Mochi-kakkua ja jäätelöä / Japanese rice cake mochi & ice-cream : Kolme kappaletta japanilaisia riisikakkuja: seesaminmakuinen, maapähkinän
makuinen ja punaisen pavun makuinen. Tarjoillaan jäätelön kera.Three pieces of mochi cakes: sesame flavor, peanut flavour and red bean flavour.
Served with ice-cream"
The Last Drop Bar & Kitchen	['Gluten-free', 'Vegan', 'Vegetarian']	Sides | Spicy Cucumber
		Sides | Nori Fries
		Sides | Kimchi
		Small Plates | Pork-Crab Gyoza
		Small Plates | Grilled Sweetcorn Ribs
		Small Plates | Fire Noodle Fries
Stu 11	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | Avocado Toast
		Breakfast | Scrambled Eggs
		Breakfast | Tuna Melt
		Mains | Tokyo Taco Crispy Chicken
		Mains | Soy Garlic Pasta Tofu
		Mains | Salmon Bowl
		Desserts | Pancakes with Pistachio
		Desserts | Korvapuusti
		Desserts | Pancakes with Berry
Flow Bar Kallio	['Gluten-free', 'Vegan', 'Vegetarian']	Mains | Currywurst : with potato salad
		"Pizza | FlowJob : - Bacon
- Onions
- Bratwurst
- Flow-sauce"
		"Pizza | What’s up Kallio (Vege) : - Eggplant
- Mild chili
- Parmesan
- Red onions
- Honey
- Rucola"
		"Pizza | Hangover : - Bacon
- Onions
- Chorizo
- Chili
- Rucola"
		Beverages | Yuzu Lonkero : 0,33l 5,3 %
		Beverages | Adler Bräu Helles lager : 0,4 4,7%
		Cocktails | Kallio Mule : Signature cocktail 0,33l 5,5%
		Snacks | Cheese
		Snacks | Olives
		"Snacks | Tapas Platter : - Chorizo
- Salchichon
- Serrano Ham
- Cheese
- Olives
- Grapes
- Crackers"
16 Boom	['Vegan', 'Vegetarian']	Small Plates | LATE NIGHT BISTRO : Fri & Sat start from 17:00-late.
		"Street Food | JIANBING TIME : Tue-Thu 11-14:30
Fri 11-16 Sat 11-16"
Victoria's Cafe & Bakery	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | Spanish Breakfast
		Breakfast | American Breakfast
		Breakfast | Vegan Breakfast
		Sandwiches | Serrano & Cheese
		Sandwiches | Chicken Kebab
		Sandwiches | Piripi
		Desserts | Vanilla Napolitana
		Desserts | Slice of Orange Cake
		Desserts | Churros
Pikku Eden	['Gluten-free', 'Vegan', 'Vegetarian']	Tapas | Tapaslautanen yhdelle
		Tapas | Tapas deluxe : Jaettavaksi tarkoitettu tapaslautanen
		Tapas | Edenin oliivit
		Tapas | Edenin oliivit parmesaanilla
		Tapas | Serranokinkku ja hunajameloni
		Tapas | Talonjuustot
		Tapas | Focaccia : Oliiviöljy/balsamico + 2 €
		Tapas | Eden’s Special : Sesongeittain vaihtuva kasvis (homemade)
		Tapas | Paratiisin herkku : Makea herkku sesongin tuotteista (homemade)
POCHA! Korean Street Dining	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Edamame On Fire (V)
		Starters | Steamed Mini Burger (1 pc)
		Starters | Miso Butter Mushroom
		Chicken | Korean Fried Chicken : Wings (sweet-spicy with kimchi)
		Chicken | Korean Fried Chicken : Karaage (honey-butter with pickled radish)
		"Mains | Galbi-jim : Korean beef stew with chesnuts,
pinenuts and veggies"
		"Mains | Miso Butter Salmon : Steamed salmon in miso
butter sauce, spinach"
		"Mains | Dolsot Bibimbap : Hotstone Korean rice bowl with
veggies & protein (beef/fish/tofu)"
Old Durbar Annankatu	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Darbar Special Soup (L) : Hot and spicy soup with noodles, and shrimps, fine pieces of chicken fillet, lamb and mushrooms.
		Starters | Samosa (L) (2 pieces) : Deep fried and crispy pastry stuffed with spicy potato, sweet peas, and cauliflower. Served with tomato chutney.
		Mains | Chicken Curry (G, L) : Stewed chicken fillet pieces in tomato-onion-ginger-garlic curry sauce.
		Mains | Lamb Tikka Masala (G) : Tandoori-grilled herb-yoghurt marinated lamb pieces in tomato-onion-garlic-ginger masala sauce.
		Desserts | Royal Kera : Fried banana in honey syrup for each ice cream (mango, vanilla, strawberry) and whipped cream
Mama's Empanadas & Wine	['Gluten-free', 'Vegan', 'Vegetarian']	Tapas | Marcona Almonds : Roasted Marcona almonds.
		Tapas | Marinated Olives : Marinated olives mediterranean style
		Tapas | Empanada Humita vegan : Sweet corn, caramelized onions, coconut milk, ginger
		Tapas | Empanada Tradicional : Empanada with seasoned ground beef, caramelized onions, green olives, raisins
		Tapas | Empanada Cuatro Quesos : Mozzarella, emmental, Gruyère, cream cheese, nut meg
		Wine | Empanada & wine : One empanada of your choice with a glass of house wine. Great for after work!
		Wine | 6 empanadas + wine bottle 75cl : 6 empanadas of your choice and a bottle of house wine.
La Bottega 13	['Gluten-free', 'Vegan', 'Vegetarian']	Antipasti | Tagliere (for 2 persons) : Selection of cold cuts & cheeses (Leikkele- ja juustovaliko)
		"Antipasti | Vitello Tonnato : Veal with tuna sauce / 
Vasikanlihaa tonnikalakastikkeella"
		Antipasti | Burrata con Peperoni arrosto e Acciughe : Burrata, roasted pepper and anchovies / Burrata, paprika ja sardelli
		Mains | Tagliatelle al Tartufo ”Melanosporum” : Tagliatelle with Tuber Melanosporum / Munanauhapastaa tuore Talvi tryffelit
		Mains | Tagliatelle al Ragù di Gamberi : Tagliatelle with langoustine ragù / Munanauhapastaa merirapukastikkeella
		"Mains | Risotto La Bottega 13 : Signature risotto of the house (min. 2 persons) /
Talon erikoisrisotto (vähintään kahdelle)"
		"Desserts | Tiramisú Classico : Classic Tiramisú /
Klassinen Tiramisú"
		Desserts | Bonet alla Piemontese con Amaretti : Piedmont-style Bonet with Amaretti / Piemontelainen Bonet amarettikekseillä
		Desserts | Formaggio Bottega : Selection of cheeses / Juustovalikoima
DIF Döner Ruoholahti	['Gluten-free', 'Vegan', 'Vegetarian']	Sides | GREEK STYLE RANSKALAISET : Fetaa, kevätsipulia ja jogurttikastiketta (G, L)
		Sides | TZATZIKI : oliiviöljyä, persiljaa ja minttua (G, L)
		Sides | HALLOUMITIKUT : zhug-yrttikastiketta (G)
		"Mains | LEIPÄDÖNER : Diffin berlin-leipä, vahvaa
tomaattikastiketta sekä valkosipulijogurttikastiketta"
		"Mains | RIISI DÖNER : Pitkää basmatiriisiä, ruskistettua
voita, vahvaa tomaattikastiketta sekä
valkosipuli-jogurttikastiketta"
		"Mains | ISKENDER DÖNER : Diffin berlin-leipää kuutioituna,
ruskistettua voita, vahvaa tomaattikastiketta sekä valkosipulijogurttikastiketta"
OPPA Korean BBQ Kamppi Autotalo	['Gluten-free', 'Vegan', 'Vegetarian']	"Set Menu | GIJUN (Standard) : WASABI KIMCHIMAKEA RETIKKAKIINANKAALI KIMCHIMERILEVÃ & SEESAMI RIISINAUDAN KAULA""CHUCK ROLL"" NAUDAN KYLKEAPORSAAN KASSLERPORSAAN VATSAKUNINGASKATKARAPUKANAN REISIKESÄKURPITSAHERKKUSIENIBATAATTIPANNUKAKKUJÄLKIRUOKA * ( KOKIN ERIKOINEN )"
		Set Menu | BIGEON (Vegan) : TALON KIMCHIVAIHTUVA KIMCHIRETIKKA KIMCHIMERILEVÄ JA SEESAMIRIISIRETIKKAKAKKUBATAATTIPANNUKAKKUMARINOITU TEMPEVEGAANINEN ANKKAVEGAANINEN KINKKUMARINOITU TOFUMAKEA CHILIPAPRIKAKESÄKURPITSA SIENI MEDLEYANANASJÄLKIRUOKA * ( KOKIN ERIKOINEN )
		"Set Menu | HONJA (Solo) : WASABI KIMCHIMAKEA RETIKKAKINANKAALI KIMCHIMERILEVÀ & SEESAMIRIISIENTRECOTENAUDAN KAULA ""CHUCK ROLL""PORSAAN SISÄFILEPORSAAN KASSLERLAMPAAN JALKAKANAN REISISIMPUKKAKUNINGASKATKARAPUKESÄKURPITSAANANASBATAATTIPANNUKAKKUJÄLKIRUOKA * ( KOKIN ERIKOINEN )"
Bistro Qulma	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Kesäkurpitsa Carpaccio (L,G) : Paahdettua kesäkurpitsaa, puolikuivattuja tomaatteja, talon pestoa, mozzarellakermaa
		Starters | Gambas Ajillo : Katkarapuja valkosipuliöljyssä espanjalaiseen tapaan
		Starters | Sipuli Tarte Tatin (L) : Karamellisoitua sipulia lehtitaikinassa, crème fraîche
		Mains | Mereneläväpasta (L) : Linguine, mereneläviä, valkosipulikermakastiketta
		Mains | Kuha (L.G) : Kuha, beurre blanc -kastiketta ja kauden vihanneksia.
		Mains | Entrecôte Pihvi (L.G) : 200g Entrecôte pihvi, yrttivoita, salvia hollandaise-kastiketta, kauden vihanneksia
		Desserts | Talon Tiramisù
		Desserts | Sitruuna-kerma Crumble, Vanilja jäätelö, Basilika
		Desserts | Crème Brûlée
Mojo Street Food	['Gluten-free', 'Vegan', 'Vegetarian']	"Noodles | CHOW MEIN : Stir fried egg chowmein noodles with sliced onion, egg, paprika,
carrots, cabbage, bok choy, and homemade sauce."
		Noodles | SPICY UDON NOODLES : Stir fried udon noodles with sliced onion, garlic, egg, carrots, cabbage, bok choy, mushroom and homemade chilli sauce.
		Noodles | Stir Fried RICE NOODLES : Rice noodles with egg, onions, bell peppers, carrots, cabbage, bok choy, sprouts, and spring onions.
		Sides | MOZZARELLA STICKS (6 PCS)
		Sides | CRISPY FRIED CHICKEN   (4 PCS)
		Sides | VEG. SPRING ROLL (6 PCS)
		Small Plates | STEAM Momo : Juicy steamed dumplings marinated in indegenious himalayan spices.
		Small Plates | FRIED Momo : Steamed dumplings deep fried to crisp perfection.
		Small Plates | GYOZA (10 KPL)
Ravintola 14 Peaks	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Veggie Pakoras : Gram batter coated crispy fritters of mixed vegetables.
		Starters | Golden Paneer Pakora : Gram batterer coated crispy fried cottage cheese.
		Starters | King Prawn Pakora : Succulent king prawns dipped in gram batter and fried golden.
		Mains | Spicy Tikka Sizzler with Paneer or Tofu : Gram and carom seed battered, fried cottage cheese or tofu with bell pepper, onion, garlic, and tomato sauce
		Mains | Chicken Curry : Stewed chicken In tomato, onion and curry sauce.
		Mains | Lamb Kofta : Lamb meatballs seasoned with cumin and coriander simmered in a spiced tomato, ginger, garlic, chili, and soya sauce
Restaurant & Bar Santa Clara	['Gluten-free', 'Vegan', 'Vegetarian']	Kebabs | Pitakebab : pitaleipä, kebab, salaatti ja kastikkeet
		Kebabs | Kebab : riisillä / salaatilla / ranskaperunoilla
		Kebabs | Rullakebab : salaatti, tomaatti, kurkku, sipuli, suolakurkku, jogurttikastike (l,g) ja talonsalaattikastike
		Burgers | Queso burger : talonlihapihvi n.200gr, cheddarjuusto, tomaatti, jalapeno, punasipuli, rapeasalaatti
		Burgers | Texas burger : talonlihapihvi n. 200gr, salsa, jalapeno, tomaatti, punasipuli, tulinenkastike, rapeasalaatti
		Pizza | Margherita : mozzarella, tuoretomaatti, oregano
		Pizza | Calabria : tonnikala, ananas, jalapeno
		Pizza | Mare de monti : herkkusieni, ananas, oliivi, parsa
Muteh Cafe-Bistro	['Gluten-free', 'Vegan', 'Vegetarian']	"Salads | CaesarSalad : Lettuce, cherry tomatoes, grilled
chicken breast, garlic croutons,
olives, special Caesar dressing, and
shaved parmigiano reggiano"
		"Salads | AlpineBowl : Oven-baked potatoes, olive oil,
oregano,thyme, cucumber,
chopped paprika,fried onion,
salami, dill, parsley, soybeans,
Austrian-style sauce"
		"Mains | CrunchyChicken : Marinated crispy chicken with special
sauce, Gouda cheese, mustard,
avocado, baby spinach,red onion, and
tomato. Served in homemade ciabatta."
		"Mains | RoastHamwich : Slow-roasted 85% premium ham,
oven-crisped to perfection,
house-special sauces and molten
mozzarella. Wrapped in handcrafted ciabatta"
		"Desserts | SanSebastianCheesecake : Cream cheese, eggs, sugar, mascarpone, and a
touch offlour, baked to perfection with a
caramelized top and a creamy center. Garnished
with fresh strawberries and a house-made mixed
berry sauce."
		"Desserts | DecadentChocolateTart : Rich dark chocolate tart with a biscuitbutter base, almond layer, and berry
topping"
		"Desserts | DoubleChocolateMuffin : Warm,rich chocolate muffin filled and
topped with chocolate chips – soft, gooey,
and served hot and fresh from the oven."
Kahvila Marocco	['Gluten-free', 'Vegan', 'Vegetarian']	Breakfast | PUUROAAMIAINEN : Sis. kaurapuuroa, keitettyä kananmunaa, päivän leipää ja voita, kahvia tai teetä
		Breakfast | AAMIAISPAKETTI : Sis. täytetty leipä, jogurttiannos talon omalla myslillä, appelsiini- tai omenamehua, kahvia tai teetä
		Mains | Caesarsalaatti : kana, lämminsavulohi tai katkarapu
		Mains | Päivän quiche lisukesalaatilla
Harbour Tap & Taste	['Gluten-free', 'Vegan', 'Vegetarian']	"Burgers | HALLOUMIBURGERI : Grillattua Halloumijuustoa, salaattia,
tuorekurkkua, marinoitua punasipulia ja
basilikamajoneesia."
		Burgers | JUUSTOBURGERI : Rotukarjan jauhelihapihvi, cheddaria, salaattia, tuorekurkkua, marinoitua punasipulia ja chilimajoneesia.
		"Burgers | FISUBURGERI : Paneroitua turskaa, salaattia, marinoitua
salaattia, tuorekurkkua, marinoitua punasipulia ja tartar-kastiketta."
		Mains | CRISPY TACO : Rapeaa broileria, talon salsaa, creme fraichea, kevätsipulia, taco ja ranskalaisia.
		Mains | SIENIRISOTTO : Portobello sieniä, salottisipulia, tryffeliöljyä, persiljaa ja parmesaanijuustoa.
		Mains | FISH & CHIPS : Paneroitua turskaa, ranskalaisia perunoita ja tartarkastiketta.
		"Small Plates | ETANAPANNU : Valkosipuli-persiljavoissa gratinoituja 
etanoita, aurajuustoa ja talon leipää."
		Small Plates | MERELLISET LEIVÄT : Saaristolaisleivät, joissa täytteenä skagen, kylmäsavulohi ja muikkumousse.
		"Small Plates | HARBOURIN HODARI : Sörkän nakki, skagenia, sriracha-kastiketta,
paahdettua sipulia, salaattia ja sämpylä."
Seksico® Tacos Kallio	['Gluten-free', 'Vegan', 'Vegetarian']	Taco | Ali's Pastor : Chipotella maustettua paahdettua porsaan niskaa ja salsa verdeä
		Taco | Fucking Chicken : Pibil-maustettua kanaa ja pico de galloa
		Taco | Baja Style Fish : Rapeaa turskaa ja marinoitua punakaalta
Aito Fresh	['Gluten-free', 'Vegan', 'Vegetarian']	Starters | Avokado Tofu : Makea chili: Avokadotofu, makea chilikastike, seesaminsiemenet, chiliWasabi-soija: Avokadotofu, wasabi, soijakastike, nori
		Starters | Lohipallot : Lohi, avokado, kalanmäti, soija- ja etikkakastike
		Mains | Karamellisoitu Tofu : Tofu (luomu), porkkana (luomu, paikalliselta maatilalta), kurkku (Suomi), lehtikaali, punajuuri (demeter, paikalliselta maatilalta), idut, seesami, kevätsipuli, teriyakikastike, tarjoillaan riisin kanssa
		Mains | Korealainen Grillattu lohifilee : Lohifilee, kimchi, marinoituja omenoita, kesäkurpitsaa, nori-levää, talon valmistamaa korealaista kastiketta, korianteria, sinimailasen ituja, tarjoillaan riisin kanssa
		Mains | Kiinalaistyylinen naudanlihapata : Marinoitu naudanliha, paksoi, porkkana (luomu, paikalliselta maatilalta), vihreät pavut, chili, korianteri, kevätsipuli, seesaminsiemenet, tarjoillaan riisin kanssa.
